,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
155,155,155,IC2213,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
156,156,156,IC2214,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
157,157,157,IC2215,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
158,158,158,IC2216,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
159,159,159,IC2217,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
160,160,160,IC2218,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
161,161,161,IC2219,IC,17,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005', '008831112', '008831138', '008831310']"
162,162,162,IC2220,IC,14,"['008892007', '008893013', '008893039', '008893559', '008895067', '008895000', '008895802', '008895836', '008814001', '008813003', '008812005', '008833209', '008831401', '008831005']"
163,163,163,IC2227,IC,14,"['008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
164,164,164,IC2228,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
165,165,165,IC2229,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
166,166,166,IC2230,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
167,167,167,IC2231,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
168,168,168,IC2234,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
169,169,169,IC2235,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
170,170,170,IC2236,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
171,171,171,IC2237,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
172,172,172,IC2238,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
173,173,173,IC2239,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
174,174,174,IC2240,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
175,175,175,IC2241,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
176,176,176,IC2242,IC,14,"['008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
177,177,177,IC2243,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
178,178,178,IC2244,IC,17,"['008831310', '008831138', '008831112', '008831005', '008831401', '008833209', '008812005', '008813003', '008814001', '008895836', '008895802', '008895000', '008895067', '008893559', '008893039', '008893013', '008892007']"
179,179,179,IC2304,IC,8,"['008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
180,180,180,IC2305,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
181,181,181,IC2306,IC,8,"['008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
182,182,182,IC2307,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
183,183,183,IC2309,IC,18,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008811213', '008811221', '008819406']"
184,184,184,IC2310,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
185,185,185,IC2311,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
186,186,186,IC2313,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
187,187,187,IC2314,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
188,188,188,IC2315,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
189,189,189,IC2316,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
190,190,190,IC2317,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
191,191,191,IC2318,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
192,192,192,IC2319,IC,16,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008892601', '008895208', '008895802', '008814001', '008813003', '008812005', '008819406']"
193,193,193,IC2326,IC,9,"['008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009', '008891702']"
194,194,194,IC2333,IC,16,"['008819406', '008812005', '008813003', '008814001', '008895802', '008895208', '008892601', '008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009', '008891702']"
195,195,195,IC2337,IC,16,"['008819406', '008812005', '008813003', '008814001', '008895802', '008895208', '008892601', '008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009', '008891702']"
196,196,196,IC2338,IC,16,"['008819406', '008812005', '008813003', '008814001', '008895802', '008895208', '008892601', '008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009', '008891702']"
197,197,197,IC2339,IC,16,"['008819406', '008812005', '008813003', '008814001', '008895802', '008895208', '008892601', '008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009', '008891702']"
198,198,198,IC2407,IC,20,"['008885001', '008886348', '008886009', '008883436', '008883311', '008814001', '008813003', '008812005', '008811916', '008811304', '008811601', '008861200', '008863008', '008863404', '008843406', '008843307', '008843208', '008841004', '008841558', '008841525']"
199,199,199,IC2408,IC,20,"['008885001', '008886348', '008886009', '008883436', '008883311', '008814001', '008813003', '008812005', '008811916', '008811304', '008811601', '008861200', '008863008', '008863404', '008843406', '008843307', '008843208', '008841004', '008841558', '008841525']"
200,200,200,IC2416,IC,15,"['008814001', '008813003', '008812005', '008811916', '008811304', '008811601', '008861200', '008863008', '008863404', '008843406', '008843307', '008843208', '008841004', '008841558', '008841525']"
201,201,201,IC2417,IC,15,"['008814001', '008813003', '008812005', '008811916', '008811304', '008811601', '008861200', '008863008', '008863404', '008843406', '008843307', '008843208', '008841004', '008841558', '008841525']"
202,202,202,IC2419,IC,15,"['008814001', '008813003', '008812005', '008811916', '008811304', '008811601', '008861200', '008863008', '008863404', '008843406', '008843307', '008843208', '008841004', '008841558', '008841525']"
203,203,203,IC2422,IC,15,"['008814001', '008813003', '008812005', '008811916', '008811304', '008811601', '008861200', '008863008', '008863404', '008843406', '008843307', '008843208', '008841004', '008841558', '008841525']"
204,204,204,IC2427,IC,15,"['008841525', '008841558', '008841004', '008843208', '008843307', '008843406', '008863404', '008863008', '008861200', '008811601', '008811304', '008811916', '008812005', '008813003', '008814001']"
205,205,205,IC2428,IC,15,"['008841525', '008841558', '008841004', '008843208', '008843307', '008843406', '008863404', '008863008', '008861200', '008811601', '008811304', '008811916', '008812005', '008813003', '008814001']"
206,206,206,IC2429,IC,15,"['008841525', '008841558', '008841004', '008843208', '008843307', '008843406', '008863404', '008863008', '008861200', '008811601', '008811304', '008811916', '008812005', '008813003', '008814001']"
207,207,207,IC2435,IC,20,"['008841525', '008841558', '008841004', '008843208', '008843307', '008843406', '008863404', '008863008', '008861200', '008811601', '008811304', '008811916', '008812005', '008813003', '008814001', '008883311', '008883436', '008886009', '008886348', '008885001']"
208,208,208,IC2436,IC,20,"['008841525', '008841558', '008841004', '008843208', '008843307', '008843406', '008863404', '008863008', '008861200', '008811601', '008811304', '008811916', '008812005', '008813003', '008814001', '008883311', '008883436', '008886009', '008886348', '008885001']"
209,209,209,IC2438,IC,15,"['008841525', '008841558', '008841004', '008843208', '008843307', '008843406', '008863404', '008863008', '008861200', '008811601', '008811304', '008811916', '008812005', '008813003', '008814001']"
